,id,name,seller_type,owner,engine
2828,2829,Audi Q3 35 TDI Quattro Premium Plus,Dealer,First Owner,1968 CC
2829,2830,BMW 5 Series 520d Sport Line,Dealer,First Owner,1995 CC
2830,2831,Chevrolet Sail 1.3 LS,Dealer,First Owner,1248 CC
2831,2832,Honda Amaze S Diesel,Dealer,Second Owner,1498 CC
2832,2833,Jeep Compass 1.4 Limited,Dealer,First Owner,1368 CC
2833,2834,Honda BRV i-VTEC V CVT,Dealer,First Owner,1497 CC
2834,2835,Volkswagen Vento 1.5 TDI Comfortline,Dealer,First Owner,1498 CC
2835,2836,Maruti Ertiga VDI,Dealer,First Owner,1248 CC
2836,2837,Maruti Celerio VXi AMT,Dealer,First Owner,998 CC
2837,2838,Tata Indigo CS LS (TDI) BS-III,Dealer,First Owner,1405 CC
2838,2839,Toyota Innova 2.5 G (Diesel) 8 Seater,Dealer,First Owner,2494 CC
2839,2840,Ford Endeavour 2.5L 4X2,Dealer,First Owner,2499 CC
2840,2841,Volvo S60 D4 SUMMUM,Dealer,First Owner,1984 CC
2841,2842,Hyundai Creta 1.6 CRDi AT SX Plus,Dealer,First Owner,1582 CC
2842,2843,Hyundai Verna CRDi 1.6 SX Option,Individual,Third Owner,1582 CC
2843,2844,Renault Duster 85PS Diesel RxL Optional,Individual,Third Owner,1461 CC
2844,2845,Maruti Swift Dzire VDI,Individual,Third Owner,1248 CC
2845,2846,Mahindra Scorpio Intelli Hybrid S10 4WD,Individual,First Owner,2179 CC
2846,2847,Mahindra Bolero 2011-2019 ZLX,Individual,First Owner,2523 CC
2847,2848,Tata Nano Twist XT,Individual,First Owner,624 CC
2848,2849,Maruti Ritz VXI,Individual,Second Owner,1197 CC
2849,2850,Maruti Ritz ZXi,Individual,Second Owner,1197 CC
2850,2851,Hyundai Santro Xing XG AT,Individual,Second Owner,
2851,2852,Hyundai Elantra GT,Individual,Third Owner,1795 CC
2852,2853,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,Individual,First Owner,1396 CC
2853,2854,Fiat Linea Classic 1.3 Multijet,Individual,Third Owner,1248 CC
2854,2855,Volkswagen Polo Diesel Highline 1.2L,Individual,Second Owner,1199 CC
2855,2856,Ford Figo Diesel ZXI,Individual,Third Owner,1399 CC
2856,2857,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Individual,First Owner,1197 CC
2857,2858,Mahindra XUV500 W6 2WD,Individual,Second Owner,2179 CC
2858,2859,Maruti Ritz LDi,Individual,Third Owner,1248 CC
2859,2860,Hyundai i20 1.4 CRDi Sportz,Individual,First Owner,1396 CC
2860,2861,Mahindra Renault Logan 1.5 DLE Diesel,Individual,Third Owner,1461 CC
2861,2862,Hyundai Elantra GLS,Individual,First Owner,1795 CC
2862,2863,Honda Amaze VX i-DTEC,Individual,First Owner,1498 CC
2863,2864,Maruti Alto 800 LXI,Individual,First Owner,796 CC
2864,2865,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Individual,First Owner,1197 CC
2865,2866,Toyota Fortuner 3.0 Diesel,Individual,First Owner,2982 CC
2866,2867,Jeep Compass 2.0 Limited 4X4,Individual,First Owner,1956 CC
2867,2868,Mahindra Jeep MM 550 XDB,Individual,Second Owner,
2868,2869,Maruti Swift Dzire AMT VXI,Individual,First Owner,1197 CC
2869,2870,Maruti Swift Dzire ZDI,Individual,First Owner,1248 CC
2870,2871,Mahindra Xylo E4,Individual,First Owner,2498 CC
2871,2872,Hyundai EON Era Plus,Individual,First Owner,814 CC
2872,2873,Tata Indica Vista Aqua 1.4 TDI,Individual,Second Owner,1405 CC
2873,2874,Ford Fiesta 1.4 SXi TDCi,Individual,Third Owner,
2874,2875,Maruti Swift VXI Windsong Limited edition,Individual,Second Owner,1197 CC
2875,2876,Toyota Innova 2.5 VX (Diesel) 7 Seater,Individual,First Owner,2494 CC
2876,2877,Volvo V40 Cross Country D3,Individual,Second Owner,1984 CC
2877,2878,Volkswagen Vento Diesel Highline,Individual,Second Owner,1598 CC
2878,2879,Mahindra XUV500 W6 2WD,Individual,First Owner,2179 CC
2879,2880,Hyundai i20 Asta 1.4 CRDi,Individual,Second Owner,1396 CC
2880,2881,Ford Ikon 1.6 EXi NXt,Individual,Third Owner,1597 CC
2881,2882,Toyota Fortuner 2.8 2WD MT BSIV,Individual,First Owner,2755 CC
2882,2883,Toyota Innova 2.5 VX (Diesel) 7 Seater,Individual,First Owner,2494 CC
2883,2884,Maruti Alto 800 LXI,Individual,Second Owner,796 CC
2884,2885,Hyundai Grand i10 1.2 CRDi Asta,Individual,First Owner,1186 CC
2885,2886,Maruti A-Star Vxi,Individual,First Owner,998 CC
2886,2887,Maruti 800 AC,Individual,Second Owner,796 CC
2887,2888,Mahindra Logan Diesel 1.5 DLS,Individual,Second Owner,1461 CC
2888,2889,Maruti Alto K10 LX,Individual,First Owner,998 CC
2889,2890,Maruti Ertiga SHVS ZDI Plus,Individual,First Owner,1248 CC
2890,2891,Maruti Ciaz ZDi,Individual,Second Owner,1248 CC
2891,2892,Maruti Baleno Alpha 1.3,Individual,First Owner,1248 CC
2892,2893,Nissan Sunny XV D,Individual,Second Owner,1461 CC
2893,2894,Tata Tigor 1.2 Revotron XT,Individual,First Owner,1199 CC
2894,2895,Chevrolet Optra Magnum 2.0 LS,Individual,Second Owner,1991 CC
2895,2896,Honda Amaze VX i-DTEC,Individual,First Owner,1498 CC
2896,2897,Hyundai Verna CRDi 1.4 EX,Individual,First Owner,1396 CC
2897,2898,Honda City 1.5 S MT,Individual,Third Owner,1497 CC
2898,2899,Mitsubishi Lancer 2.0 L Diesel LX,Individual,First Owner,1998 CC
2899,2900,Maruti Celerio X ZXI Option BSIV,Individual,First Owner,998 CC
2900,2901,Maruti Vitara Brezza LDi Option,Individual,First Owner,1248 CC
2901,2902,Volkswagen Vento Diesel Highline,Individual,First Owner,1598 CC
2902,2903,Hyundai i20 Magna 1.4 CRDi (Diesel),Individual,Second Owner,1396 CC
2903,2904,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,Individual,First Owner,1248 CC
2904,2905,Hyundai i20 Magna 1.4 CRDi (Diesel),Individual,Second Owner,1396 CC
2905,2906,Maruti Swift VDI,Individual,First Owner,1248 CC
2906,2907,Maruti Alto LXi,Individual,First Owner,796 CC
2907,2908,Tata Safari Storme EX,Individual,First Owner,2179 CC
2908,2909,Maruti Vitara Brezza ZDi Plus Dual Tone,Dealer,First Owner,1248 CC
2909,2910,Maruti Vitara Brezza VDi,Individual,First Owner,1248 CC
2910,2911,Hyundai i20 1.2 Spotz,Individual,First Owner,1197 CC
2911,2912,Honda Jazz 1.2 VX i VTEC,Individual,First Owner,1199 CC
2912,2913,Honda BR-V i-VTEC S MT,Dealer,First Owner,1497 CC
2913,2914,Hyundai Verna S,Dealer,First Owner,1497 CC
2914,2915,Ford EcoSport 1.5 Diesel Trend BSIV,Dealer,First Owner,1498 CC
2915,2916,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Individual,First Owner,1248 CC
2916,2917,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,Individual,First Owner,1499 CC
2917,2918,Maruti Alto 800 LXI,Dealer,First Owner,796 CC
2918,2919,Mahindra XUV500 W11 Option BSIV,Individual,First Owner,2179 CC
2919,2920,Mahindra XUV500 AT W10 FWD,Individual,Second Owner,2179 CC
2920,2921,Honda City i DTEC VX,Individual,Second Owner,1498 CC
2921,2922,Ford Figo Aspire 1.5 TDCi Trend,Individual,First Owner,1498 CC
2922,2923,Hyundai Xcent 1.2 Kappa S,Dealer,First Owner,1197 CC
2923,2924,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Individual,Second Owner,2179 CC
2924,2925,Maruti Swift Dzire Tour LDI,Individual,First Owner,1248 CC
2925,2926,Ford Figo Diesel EXI Option,Dealer,First Owner,1399 CC
2926,2927,Maruti Baleno Zeta Automatic,Individual,First Owner,1197 CC
2927,2928,Hyundai EON 1.0 Kappa Magna Plus,Individual,First Owner,998 CC
2928,2929,Hyundai Santro Xing GLS,Individual,Fourth & Above Owner,1086 CC
2929,2930,Mahindra Scorpio M2DI,Individual,Second Owner,2179 CC
2930,2931,Maruti Swift LXI,Individual,First Owner,1197 CC
2931,2932,Mahindra Bolero 2011-2019 ZLX BSIII,Individual,First Owner,2523 CC
2932,2933,Mercedes-Benz B Class B180 Sports,Individual,First Owner,1595 CC
2933,2934,Chevrolet Enjoy TCDi LS 8 Seater,Individual,Fourth & Above Owner,1248 CC
2934,2935,Maruti Alto K10 VXI,Individual,First Owner,998 CC
2935,2936,Hyundai Creta 1.4 E Plus,Individual,First Owner,1396 CC
2936,2937,Maruti Swift Dzire ZDI,Individual,First Owner,1248 CC
2937,2938,Maruti Swift LXI,Individual,First Owner,1197 CC
2938,2939,BMW X7 xDrive 30d DPE,Individual,First Owner,2993 CC
2939,2940,Maruti Eeco 5 Seater AC BSIV,Individual,First Owner,1196 CC
2940,2941,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Individual,First Owner,1248 CC
2941,2942,Maruti Swift Dzire VXI,Individual,First Owner,1197 CC
2942,2943,Toyota Etios GD,Individual,First Owner,
2943,2944,Toyota Innova Crysta 2.4 VX MT BSIV,Individual,Second Owner,2393 CC
2944,2945,Maruti Swift Dzire LDI,Individual,Second Owner,1248 CC
2945,2946,Honda City V MT,Individual,First Owner,1497 CC
2946,2947,Tata Tiago 1.2 Revotron XT,Individual,Second Owner,1199 CC
2947,2948,Maruti Vitara Brezza ZDi Plus,Individual,First Owner,1248 CC
2948,2949,Mahindra Bolero DI,Individual,Second Owner,2523 CC
2949,2950,Honda Jazz VX CVT,Individual,First Owner,1199 CC
2950,2951,Skoda Superb Elegance 1.8 TSI AT,Individual,First Owner,1798 CC
2951,2952,Maruti Swift VDI,Individual,First Owner,1248 CC
2952,2953,Tata Indica Vista Aqua TDI BSIII,Individual,Second Owner,1405 CC
2953,2954,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Individual,Second Owner,2494 CC
2954,2955,Hyundai Xcent 1.2 Kappa SX Option,Individual,First Owner,1197 CC
2955,2956,Hyundai Grand i10 Sportz,Individual,First Owner,1197 CC
2956,2957,Maruti SX4 Celebration Diesel,Individual,First Owner,1248 CC
2957,2958,Hyundai Grand i10 1.2 Kappa Asta,Individual,First Owner,1197 CC
2958,2959,Ford EcoSport 1.5 TDCi Titanium BSIV,Individual,Second Owner,1498 CC
2959,2960,Toyota Premio Base,Individual,Second Owner,
2960,2961,Mahindra Quanto C6,Individual,First Owner,1493 CC
2961,2962,Mahindra Thar DI 4X4 PS,Individual,First Owner,2523 CC
2962,2963,Skoda Fabia 1.2 TDI Ambition Plus,Individual,Third Owner,1199 CC
2963,2964,Maruti Swift AMT VXI,Individual,First Owner,1197 CC
2964,2965,Skoda Rapid 1.6 MPI AT Ambition BSIV,Individual,First Owner,1598 CC
2965,2966,Ford Fiesta 1.6 ZXi ABS,Individual,First Owner,1596 CC
2966,2967,Maruti Swift VXI,Individual,First Owner,1197 CC
2967,2968,Maruti Swift Dzire VXI,Individual,First Owner,1197 CC
2968,2969,Renault KWID 1.0 RXL,Individual,First Owner,999 CC
2969,2970,Ford Figo 1.2P Titanium MT,Individual,First Owner,1196 CC
2970,2971,Mahindra XUV500 W5 BSIV,Individual,First Owner,2179 CC
2971,2972,Hyundai Xcent 1.2 Kappa S Option,Individual,First Owner,1197 CC
2972,2973,Maruti Alto LXi,Individual,First Owner,796 CC
2973,2974,Volkswagen Polo Petrol Comfortline 1.2L,Individual,First Owner,1198 CC
2974,2975,Honda City 1.5 E MT,Individual,First Owner,1497 CC
2975,2976,Toyota Fortuner 3.0 Diesel,Individual,Third Owner,2982 CC
2976,2977,Hyundai i20 Asta 1.2,Individual,First Owner,1197 CC
2977,2978,Toyota Innova 2.5 G (Diesel) 7 Seater,Individual,Second Owner,2494 CC
2978,2979,Mahindra Bolero Power Plus ZLX,Individual,First Owner,1493 CC
2979,2980,Hyundai Creta 1.6 CRDi SX Option,Individual,First Owner,1582 CC
2980,2981,Maruti Ertiga VDI,Individual,Second Owner,1248 CC
2981,2982,Toyota Innova 2.5 E Diesel MS 7-seater,Individual,First Owner,2494 CC
2982,2983,Renault KWID RXT,Individual,First Owner,799 CC
2983,2984,Mahindra Scorpio S2 7 Seater,Individual,First Owner,2523 CC
2984,2985,Tata Zest Quadrajet 1.3 75PS XE,Individual,First Owner,1248 CC
2985,2986,Volkswagen Vento Petrol Highline,Individual,Third Owner,1598 CC
2986,2987,Ford Figo Petrol ZXI,Individual,Second Owner,1196 CC
2987,2988,Maruti Swift VXI,Individual,First Owner,1197 CC
2988,2989,Hyundai EON Magna Plus,Individual,First Owner,814 CC
2989,2990,Honda Jazz 1.5 E i DTEC,Individual,First Owner,1498 CC
2990,2991,Tata Tiago 1.2 Revotron XT,Individual,First Owner,1199 CC
2991,2992,Tata Tiago 1.2 Revotron XT,Individual,First Owner,1199 CC
2992,2993,Nissan Micra Active XL Petrol,Individual,First Owner,1198 CC
2993,2994,Mahindra Bolero Power Plus Plus Non AC BSIV PS,Individual,First Owner,2523 CC
2994,2995,Maruti Swift Dzire VXi,Individual,First Owner,1298 CC
2995,2996,Hyundai Santro Xing Base,Individual,Second Owner,
2996,2997,Fiat Grande Punto 1.3 Dynamic (Diesel),Individual,First Owner,1248 CC
2997,2998,Maruti Ritz LDi,Individual,Second Owner,1248 CC
2998,2999,Maruti Swift Dzire 1.2 Vxi BSIV,Individual,Second Owner,1197 CC
2999,3000,Mahindra Bolero DI,Individual,Third Owner,2523 CC
3000,3001,Maruti Swift Dzire VDI,Individual,Third Owner,1248 CC
3001,3002,Hyundai i20 1.4 CRDi Asta,Individual,Third Owner,1396 CC
3002,3003,Renault KWID RXL,Individual,First Owner,799 CC
3003,3004,Maruti Alto LXi,Individual,Third Owner,796 CC
3004,3005,Maruti Ritz VDi,Individual,First Owner,1248 CC
3005,3006,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Individual,First Owner,1197 CC
3006,3007,Maruti Swift Dzire VDI,Individual,First Owner,1248 CC
3007,3008,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,Individual,First Owner,1396 CC
3008,3009,Tata Indica Vista TDI LX,Individual,First Owner,1405 CC
3009,3010,Tata Indica Vista TDI LX,Individual,First Owner,1405 CC
3010,3011,Hyundai Santro Xing GLS LPG,Individual,Second Owner,1086 CC
3011,3012,Maruti Alto LX,Individual,Second Owner,796 CC
3012,3013,Hyundai i20 1.2 Asta Option,Individual,First Owner,1197 CC
3013,3014,Hyundai i20 1.2 Asta Option,Individual,First Owner,1197 CC
3014,3015,Hyundai Grand i10 1.2 Kappa Magna AT,Individual,First Owner,1197 CC
3015,3016,Hyundai Santro Era,Individual,Second Owner,1086 CC
3016,3017,Hyundai i20 Asta,Individual,Second Owner,1197 CC
3017,3018,Chevrolet Beat Diesel LT,Individual,First Owner,936 CC
3018,3019,Maruti Alto LXi,Individual,Second Owner,796 CC
3019,3020,Maruti Alto LX BSIII,Individual,Second Owner,796 CC
3020,3021,Hyundai Verna CRDi,Individual,Second Owner,1493 CC
3021,3022,Maruti Zen Estilo 1.1 LX BSIII,Individual,Second Owner,1061 CC
3022,3023,Maruti Alto LXi,Individual,Third Owner,796 CC
3023,3024,Maruti Swift ZDI Plus,Individual,First Owner,1248 CC
3024,3025,Mahindra Bolero 2011-2019 SLE BSIII,Individual,Second Owner,2523 CC
3025,3026,Maruti Wagon R AX Minor,Individual,Third Owner,1061 CC
3026,3027,Honda City 2017-2020 EXi,Individual,Second Owner,1497 CC
3027,3028,Maruti Swift Dzire LDI,Individual,Third Owner,1248 CC
3028,3029,Hyundai i20 2015-2017 Sportz 1.2,Individual,First Owner,1197 CC
3029,3030,Hyundai i20 1.2 Spotz,Individual,First Owner,1197 CC
3030,3031,Hyundai i10 Magna 1.2 iTech SE,Individual,First Owner,1197 CC
3031,3032,Maruti Ritz VDi,Individual,First Owner,1248 CC
3032,3033,Maruti Wagon R LX Minor,Individual,Third Owner,1061 CC
3033,3034,Hyundai i10 Magna 1.2 iTech SE,Individual,First Owner,1197 CC
3034,3035,Hyundai Verna 1.6 VTVT AT SX,Individual,First Owner,1591 CC
3035,3036,Datsun GO A EPS,Individual,First Owner,1198 CC
3036,3037,Maruti Swift Dzire ZDI,Individual,First Owner,1248 CC
3037,3038,Datsun RediGO 1.0 S,Individual,First Owner,999 CC
3038,3039,Volkswagen Ameo 1.5 TDI Comfortline,Individual,First Owner,1498 CC
3039,3040,Mahindra Bolero 2011-2019 SLX,Individual,First Owner,2523 CC
3040,3041,Mahindra Bolero 2011-2019 SLX,Individual,First Owner,2523 CC
3041,3042,Mahindra Bolero 2011-2019 SLE BSIII,Individual,First Owner,2523 CC
3042,3043,Hyundai i10 Sportz 1.1L LPG,Individual,First Owner,1086 CC
3043,3044,Tata Safari DICOR 2.2 EX 4x2,Individual,First Owner,2179 CC
3044,3045,Maruti Swift VDI,Individual,Second Owner,1248 CC
3045,3046,Maruti Ritz VDi,Individual,First Owner,1248 CC
3046,3047,Maruti 800 DX,Individual,Fourth & Above Owner,796 CC
3047,3048,Toyota Innova 2.5 G4 Diesel 8-seater,Individual,Second Owner,2494 CC
3048,3049,Mahindra Bolero Power Plus Plus AC BSIV PS,Individual,Third Owner,2523 CC
3049,3050,Renault Triber RXZ BSIV,Individual,First Owner,999 CC
3050,3051,Maruti Wagon R LXI LPG BSIV,Individual,First Owner,998 CC
3051,3052,Maruti Swift VDI,Individual,First Owner,1248 CC
3052,3053,Maruti Vitara Brezza ZDi AMT,Individual,First Owner,1248 CC
3053,3054,Maruti Swift Dzire VXI 1.2,Individual,First Owner,1197 CC
3054,3055,Maruti Swift Dzire VXi,Individual,First Owner,1298 CC
3055,3056,Maruti Omni E MPI STD BS IV,Individual,Second Owner,796 CC
3056,3057,Hyundai Verna CRDi 1.6 SX Option,Individual,First Owner,1582 CC
3057,3058,Mahindra Bolero 2011-2019 EX NON AC,Individual,First Owner,2523 CC
3058,3059,Hyundai Creta 1.6 CRDi SX,Individual,First Owner,1582 CC
3059,3060,Volkswagen Jetta 2.0 TDI Comfortline,Individual,Second Owner,1896 CC
3060,3061,Hyundai Santro Xing GLS,Individual,Fourth & Above Owner,1086 CC
3061,3062,Tata New Safari Dicor GX 4X2 BS IV,Individual,First Owner,2179 CC
3062,3063,Toyota Etios GD,Individual,First Owner,
3063,3064,Honda Brio E MT,Individual,First Owner,1198 CC
3064,3065,Maruti Wagon R VXI,Individual,First Owner,998 CC
3065,3066,Volkswagen Jetta 2.0L TDI Highline,Individual,Second Owner,1968 CC
3066,3067,Mahindra XUV500 W10 2WD,Individual,First Owner,2179 CC
3067,3068,Ford Endeavour 4x2 XLT Limited Edition,Individual,Third Owner,2499 CC
3068,3069,Maruti Swift Dzire LDI,Individual,First Owner,1248 CC
3069,3070,Maruti Wagon R VXI Optional,Individual,First Owner,998 CC
3070,3071,Hyundai Elite i20 Sportz Plus BSIV,Individual,First Owner,1197 CC
3071,3072,Maruti Vitara Brezza ZDi Plus,Individual,First Owner,1248 CC
3072,3073,Hyundai Grand i10 Sportz,Individual,First Owner,1197 CC
3073,3074,Honda City i VTEC CVT VX,Individual,First Owner,1497 CC
3074,3075,Tata Zest Quadrajet 1.3 XM,Individual,First Owner,1248 CC
3075,3076,Hyundai EON Magna Plus,Individual,First Owner,814 CC
3076,3077,Maruti Swift VXI,Individual,First Owner,1197 CC
3077,3078,Maruti Celerio VXI AT,Individual,Second Owner,998 CC
3078,3079,Jaguar XE 2016-2019 2.0L Diesel Prestige,Dealer,First Owner,1999 CC
3079,3080,Lexus ES 300h,Dealer,First Owner,2487 CC
3080,3081,Jaguar XF 2.0 Diesel Portfolio,Dealer,First Owner,1999 CC
3081,3082,Tata Safari Storme EX,Individual,First Owner,2179 CC
3082,3083,Volvo XC40 D4 Inscription BSIV,Individual,First Owner,1969 CC
3083,3084,Toyota Camry 2.5 Hybrid,Trustmark Dealer,First Owner,2494 CC
3084,3085,Maruti Wagon R LXI,Trustmark Dealer,First Owner,998 CC
3085,3086,Maruti Baleno Alpha 1.3,Dealer,First Owner,1248 CC
3086,3087,Honda Jazz VX,Trustmark Dealer,First Owner,1199 CC
3087,3088,Toyota Innova 2.5 VX (Diesel) 7 Seater,Trustmark Dealer,Second Owner,2494 CC
3088,3089,Maruti Swift AMT VVT VXI,Trustmark Dealer,First Owner,1197 CC
3089,3090,Toyota Etios VX,Trustmark Dealer,First Owner,1496 CC
3090,3091,Maruti Swift AMT ZXI,Dealer,First Owner,1197 CC
3091,3092,Hyundai Grand i10 1.2 CRDi Sportz,Dealer,First Owner,1186 CC
3092,3093,BMW X4 M Sport X xDrive20d,Dealer,First Owner,1995 CC
3093,3094,BMW X4 M Sport X xDrive20d,Dealer,First Owner,1995 CC
3094,3095,Honda Amaze V CVT Petrol BSIV,Trustmark Dealer,First Owner,1199 CC
3095,3096,Skoda Rapid 1.6 MPI AT Elegance,Dealer,First Owner,1598 CC
3096,3097,Volvo V40 D3 R-Design,Dealer,First Owner,1984 CC
3097,3098,Hyundai Santro GLS I - Euro I,Individual,Third Owner,
3098,3099,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Individual,First Owner,1498 CC
3099,3100,Maruti Wagon R LXI,Trustmark Dealer,First Owner,998 CC
3100,3101,Maruti Baleno Alpha 1.3,Dealer,First Owner,1248 CC
3101,3102,Maruti Swift AMT VVT VXI,Trustmark Dealer,First Owner,1197 CC
3102,3103,Toyota Etios VX,Trustmark Dealer,First Owner,1496 CC
3103,3104,Maruti Swift AMT ZXI,Dealer,First Owner,1197 CC
3104,3105,Hyundai Grand i10 1.2 CRDi Sportz,Dealer,First Owner,1186 CC
3105,3106,Honda Brio 1.2 VX MT,Trustmark Dealer,Second Owner,1198 CC
3106,3107,Hyundai i10 Magna,Dealer,First Owner,1197 CC
3107,3108,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Dealer,First Owner,1796 CC
3108,3109,Volkswagen Polo 1.2 MPI Highline,Dealer,First Owner,1198 CC
3109,3110,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Dealer,First Owner,1197 CC
3110,3111,Audi A4 35 TDI Premium Plus,Dealer,First Owner,1968 CC
3111,3112,Toyota Innova Crysta 2.8 GX AT BSIV,Dealer,First Owner,2755 CC
3112,3113,Hyundai Creta 1.6 SX Option,Dealer,First Owner,1591 CC
3113,3114,Hyundai i20 1.2 Magna Executive,Trustmark Dealer,First Owner,1197 CC
3114,3115,Hyundai Creta 1.6 CRDi SX,Dealer,First Owner,1582 CC
3115,3116,Maruti Swift Dzire AMT ZDI Plus,Dealer,First Owner,1248 CC
3116,3117,Hyundai Creta 1.6 CRDi SX,Dealer,First Owner,1582 CC
3117,3118,Maruti Wagon R VXI AMT 1.2,Dealer,First Owner,1197 CC
3118,3119,Tata Zest Quadrajet 1.3 75PS XM,Individual,First Owner,1248 CC
3119,3120,Maruti Swift Vdi BSIII,Individual,Fourth & Above Owner,1248 CC
3120,3121,Mahindra Scorpio VLX 2WD AIRBAG BSIII,Individual,Fourth & Above Owner,2179 CC
3121,3122,Renault Duster 85PS Diesel RxE,Individual,Second Owner,1461 CC
3122,3123,Volkswagen Polo Diesel Highline 1.2L,Individual,First Owner,1199 CC
3123,3124,Hyundai EON Era Plus,Individual,Third Owner,814 CC
3124,3125,Maruti Ritz ZXi,Individual,Second Owner,1197 CC
3125,3126,Maruti Alto LX BSIII,Individual,First Owner,796 CC
3126,3127,Hyundai Getz GLS,Individual,Second Owner,1341 CC
3127,3128,Hyundai Verna CRDi ABS,Individual,First Owner,1493 CC
3128,3129,Maruti Alto LX BSIII,Individual,Second Owner,796 CC
3129,3130,Maruti Ciaz ZDi Plus SHVS,Individual,Third Owner,1248 CC
3130,3131,Nissan Micra Fashion Edition XL CVT,Individual,First Owner,1198 CC
3131,3132,Mahindra Xylo D2,Individual,Second Owner,2489 CC
3132,3133,Mahindra KUV 100 mFALCON G80 K4,Individual,First Owner,1198 CC
3133,3134,Maruti Swift Dzire VXI,Individual,First Owner,1197 CC
3134,3135,Hyundai Accent GLE,Individual,Second Owner,1495 CC
3135,3136,Maruti Vitara Brezza ZDi Plus Dual Tone,Individual,Second Owner,1248 CC
3136,3137,Maruti Vitara Brezza ZDi Plus Dual Tone,Individual,First Owner,1248 CC
3137,3138,Toyota Platinum Etios 1.4 GXD,Individual,First Owner,1364 CC
3138,3139,Tata Zest Quadrajet 1.3 75PS XM,Individual,First Owner,1248 CC
3139,3140,Honda Amaze S i-Dtech,Individual,Second Owner,1498 CC
3140,3141,Datsun GO T Option BSIV,Individual,First Owner,1198 CC
3141,3142,Mahindra TUV 300 T8,Individual,First Owner,1493 CC
3142,3143,Tata Indigo LS,Individual,Second Owner,1405 CC
3143,3144,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,Individual,First Owner,2523 CC
3144,3145,Tata Indigo CS GLS BSIII,Individual,Second Owner,1193 CC
3145,3146,Hyundai i10 Sportz,Individual,Second Owner,1197 CC
3146,3147,Honda City i DTEC E,Individual,First Owner,1498 CC
3147,3148,Maruti Baleno Delta 1.2,Individual,First Owner,1197 CC
3148,3149,Hyundai EON Magna Plus,Individual,First Owner,814 CC
3149,3150,Tata Zest Quadrajet 1.3 XT,Individual,First Owner,1248 CC
3150,3151,Hyundai i10 Sportz,Individual,Second Owner,1197 CC
3151,3152,Maruti Ertiga VDI,Individual,Second Owner,1248 CC
3152,3153,Maruti Swift VXI,Individual,First Owner,1197 CC
3153,3154,Tata Indigo CS LS (TDI) BS-III,Individual,Second Owner,1405 CC
3154,3155,Mahindra Bolero LX,Individual,First Owner,
3155,3156,Ford Figo Petrol EXI,Individual,First Owner,1196 CC
3156,3157,Mahindra Bolero 2011-2019 SLE,Individual,Second Owner,2523 CC
3157,3158,Tata Indica Vista Quadrajet VX,Individual,First Owner,1248 CC
3158,3159,Ford Figo Diesel Titanium,Individual,Second Owner,1399 CC
3159,3160,Mahindra XUV500 W8 2WD,Individual,Second Owner,2179 CC
3160,3161,Hyundai i20 Active SX Diesel,Dealer,First Owner,1396 CC
3161,3162,BMW X1 sDrive20d M Sport,Dealer,First Owner,1998 CC
3162,3163,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Dealer,First Owner,1248 CC
3163,3164,Maruti Swift Dzire VDI Optional,Dealer,First Owner,1248 CC
3164,3165,Mahindra Bolero B4,Dealer,First Owner,1498 CC
3165,3166,Ford Ecosport Sports Diesel,Dealer,Second Owner,1498 CC
3166,3167,Honda Amaze E Diesel BSIV,Dealer,First Owner,1498 CC
3167,3168,Tata Manza Aura Safire,Individual,First Owner,1368 CC
3168,3169,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Individual,Second Owner,2494 CC
3169,3170,Tata Sumo EX,Dealer,First Owner,2956 CC
3170,3171,Mahindra Bolero B4,Dealer,First Owner,1498 CC
3171,3172,Tata New Safari 3L Dicor LX 4x2,Dealer,First Owner,2956 CC
3172,3173,Mahindra Scorpio 1.99 S10 4WD,Dealer,First Owner,1997 CC
3173,3174,Maruti Swift VDI BSIV,Dealer,Second Owner,
3174,3175,Maruti Wagon R VXI,Dealer,First Owner,998 CC
3175,3176,Maruti Swift Dzire LXI,Dealer,First Owner,1197 CC
3176,3177,Hyundai Creta 1.6 CRDi Anniversary Edition,Dealer,First Owner,1582 CC
3177,3178,Hyundai Creta 1.4 CRDi S,Dealer,First Owner,1396 CC
3178,3179,Ford Ecosport 1.5 Diesel Titanium,Dealer,First Owner,1498 CC
3179,3180,Maruti Swift LXi BSIV,Dealer,First Owner,1197 CC
3180,3181,Tata Zest Revotron 1.2 XT,Individual,First Owner,1193 CC
